,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
2236,NLD,Niet Genoeg (feat. Idaly),CHO,Knock Knock 4,62,2023-10-27,AR,0.852,0.269,147117,0.575,0.0,4,0.111,-8.366,1,0.29,92.958,4,0.709
2212,NLD,Not Fair,Niklas Dee,Not Fair,59,2023-06-30,US,0.733,0.0294,163034,0.976,7.12e-05,5,0.25,-5.305,1,0.045,144.989,4,0.523
2238,NLD,Oceaan,Racoon,The Singles Collection,66,2013-03-15,CW,0.593,0.866,164757,0.313,0.0,9,0.108,-8.961,1,0.0383,95.904,4,0.219
2239,NLD,One in a Million,Bebe Rexha,One in a Million,83,2023-08-04,AR,0.454,0.238,160530,0.931,0.000623,11,0.289,-4.083,1,0.0321,137.945,4,0.462
2229,NLD,Over De Grens,Lijpe,Over De Grens,61,2023-11-03,AR,0.728,0.912,159588,0.38,0.269,11,0.123,-16.968,0,0.279,98.038,4,0.682
2228,NLD,Overcome,Nothing But Thieves,Dead Club City,70,2023-06-30,AR,0.413,0.000938,214724,0.876,0.000104,11,0.387,-4.577,1,0.057,164.08,4,0.341
2218,NLD,Overdrive (feat. Norma Jean Martine),Ofenbach,Overdrive (feat. Norma Jean Martine),76,2023-10-06,AR,0.611,0.00257,155905,0.757,0.0,6,0.058,-3.546,1,0.03,126.963,4,0.279
2216,NLD,PK’s,Josylvio,PK’s,61,2023-11-02,AR,0.85,0.284,250377,0.747,0.000464,7,0.173,-4.425,0,0.184,139.945,4,0.848
2210,NLD,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
2203,NLD,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
2247,NLD,RUNAWAY,OneRepublic,RUNAWAY,82,2023-05-26,AR,0.624,0.0336,143265,0.684,0.0,3,0.0771,-5.507,0,0.0513,163.033,4,0.75
2223,NLD,Schakelen,Djaga Djaga,Beschadigd,51,2023-11-03,AR,0.747,0.27,220666,0.627,1.63e-06,4,0.102,-9.283,0,0.4,140.777,4,0.594
2201,NLD,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
2249,NLD,Speciaal,Frenna,Francis,57,2018-11-23,AR,0.717,0.37,211273,0.537,0.00121,7,0.172,-7.413,0,0.158,195.782,4,0.569
2214,NLD,Stay (Never Leave),Kris Kross Amsterdam,Stay (Never Leave),51,2023-10-06,AR,0.678,0.0264,152139,0.723,0.0,3,0.0984,-4.85,0,0.0457,106.943,4,0.537
2245,NLD,Stiekem,Maan,Leven,66,2022-11-04,AR,0.748,0.0156,203438,0.579,1.37e-05,1,0.192,-8.046,0,0.0323,127.974,4,0.625
2205,NLD,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
2232,NLD,The Feeling,Lost Frequencies,The Feeling,82,2023-06-09,AR,0.615,0.404,152793,0.744,0.0,7,0.0906,-7.706,1,0.163,131.837,4,0.357
2242,NLD,This World Is Our Home,Douwe Bob,This World Is Our Home,66,2023-06-08,AR,0.575,0.0851,173732,0.75,0.0,1,0.0421,-5.961,1,0.0309,95.989,4,0.893
2225,NLD,Tonight,Son Mieux,Tonight,66,2023-10-12,AR,0.538,0.193,272710,0.424,4.57e-05,7,0.129,-11.46,1,0.0258,77.438,4,0.362
2217,NLD,UNHEALTHY (feat. Shania Twain),Anne-Marie,UNHEALTHY (Deluxe),73,2023-07-28,AR,0.621,0.00526,149653,0.66,0.0,11,0.072,-6.208,0,0.0366,119.937,4,0.407
2209,NLD,Vas-y (Ga Maar),Suzan & Freek,Vas-y (Ga Maar),73,2023-09-07,AR,0.578,0.695,186456,0.324,0.0,0,0.126,-8.977,1,0.0369,157.788,4,0.302
2204,NLD,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),91,2023-08-04,AR,0.634,0.0908,178156,0.824,0.0711,2,0.119,-3.394,0,0.047,137.959,4,0.371
2211,NLD,Wacht Op Mij,Trobi,Wacht Op Mij,67,2023-10-27,AR,0.777,0.285,137278,0.642,1.85e-06,8,0.0694,-4.928,1,0.0819,99.957,4,0.716
2207,NLD,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
2202,NLD,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1246,PHL,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",95,2023-07-13,AR,0.444,0.959,222370,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142
1227,PHL,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,2023-10-02,AR,0.853,0.0322,201812,0.824,0.0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
1205,PHL,711,TONEEJAY,711,74,2023-09-08,AR,0.377,0.14,222000,0.716,0.00195,9,0.182,-5.278,1,0.0357,179.632,4,0.336
1222,PHL,Agora Hills,Doja Cat,Scarlet,82,2023-09-20,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
1233,PHL,Always,Daniel Caesar,NEVER ENOUGH,85,2023-04-07,AR,0.603,0.692,225313,0.441,1.46e-06,9,0.105,-8.178,1,0.0518,136.137,4,0.167
1204,PHL,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
1200,PHL,ERE,juan karlos,Sad Songs and Bullshit Part 1,76,2023-09-22,AR,0.48,0.526,284812,0.571,0.000213,7,0.232,-7.818,1,0.042,146.051,4,0.257
1229,PHL,Fallen,Lola Amour,Fallen,79,2021-06-25,AR,0.652,0.221,201807,0.76,9.09e-05,6,0.147,-4.098,0,0.0406,98.079,4,0.615
1210,PHL,Gusto feat. Al James,Zack Tabudlo,Gusto,82,2023-05-26,AR,0.608,0.038,260000,0.695,0.0,10,0.0939,-5.307,0,0.0333,83.965,4,0.203
1245,PHL,Heaven Knows - This Angel Has Flown,Orange & Lemons,Strike Whilst the Iron Is Hot,75,2005-03-24,AR,0.582,0.269,241147,0.506,6.4e-05,4,0.0994,-8.443,1,0.0274,93.34,4,0.464
1239,PHL,Ikaw Lang,NOBITA,Ikaw Lang,77,2020-06-12,AR,0.513,0.12,263500,0.38,0.0,11,0.0924,-11.091,1,0.0336,120.952,4,0.323
1214,PHL,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
1248,PHL,Isa lang,Arthur Nery,Isa lang,76,2021-12-17,AR,0.429,0.783,269256,0.464,0.0,6,0.0846,-8.445,0,0.0719,121.17,3,0.375
1209,PHL,Kisame,rhodessa,Kisame,82,2023-02-10,AR,0.578,0.954,212608,0.305,0.0578,0,0.23,-9.798,0,0.0258,99.914,4,0.197
1244,PHL,LUV DRUG,gins&melodies,LUV DRUG,74,2023-06-28,AR,0.686,0.501,198888,0.52,0.0,2,0.224,-11.427,1,0.069,109.927,4,0.1
1237,PHL,LWKY,Teys,LWKY,77,2022-09-09,AR,0.926,0.23,194912,0.32,0.0,7,0.102,-13.459,0,0.0686,119.934,4,0.381
1243,PHL,Leonora,Sugarcane,Leonora,77,2023-03-31,AR,0.444,0.616,234052,0.264,0.0107,0,0.0856,-10.874,1,0.0316,199.685,3,0.4
1212,PHL,Lihim,Arthur Miguel,Lihim,80,2023-07-28,AR,0.48,0.596,246346,0.538,0.000229,8,0.206,-8.297,1,0.0398,207.924,3,0.392
1240,PHL,Lover,Taylor Swift,Lover,92,2019-08-23,AR,0.359,0.492,221307,0.543,1.58e-05,7,0.118,-7.582,1,0.0919,68.534,4,0.453
1215,PHL,Mahika,Adie,Mahika,80,2022-05-11,AR,0.635,0.742,201951,0.451,0.0,7,0.139,-7.406,1,0.0391,81.976,4,0.601
1226,PHL,Malaking P - Rich N**** Shit Remix,E.J,Malaking P (Rich N**** Shit Remix),75,2023-08-04,AR,0.781,0.736,152066,0.509,0.00498,1,0.101,-6.276,0,0.0681,98.008,4,0.522
1202,PHL,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
1220,PHL,Nahuhulog,Jed Baruelo,Nahuhulog,79,2022-05-13,AR,0.612,0.837,227263,0.389,0.00461,4,0.306,-12.725,0,0.0578,125.091,4,0.348
1241,PHL,Nonsense,Sabrina Carpenter,emails i can't send,90,2022-07-15,AR,0.74,0.0268,163648,0.697,0.0,8,0.224,-4.912,1,0.034,138.992,4,0.732
1231,PHL,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),91,2023-10-26,AR,0.793,0.186,146437,0.512,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,0.0662
1201,PHL,PAREHAS TAYO,Nateman,PAREHAS TAYO,75,2023-10-13,AR,0.872,0.5,256000,0.184,0.0371,7,0.0551,-16.546,1,0.151,120.031,4,0.288
1238,PHL,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1230,PHL,Para Sa Streets,Hev Abi,Para Sa Streets,76,2023-01-13,AR,0.808,0.289,194476,0.398,0.000257,7,0.142,-9.746,0,0.0492,116.985,4,0.939
1219,PHL,Pasilyo,SunKissed Lola,Pasilyo,82,2022-10-28,AR,0.71,0.415,270250,0.61,2.67e-05,2,0.181,-4.674,1,0.0351,120.032,3,0.404
1207,PHL,Raining In Manila,Lola Amour,Raining In Manila,83,2023-06-14,AR,0.715,0.544,291070,0.699,3.74e-05,8,0.0795,-6.815,0,0.0501,114.994,4,0.612
1218,PHL,Saan?,Maki,Saan?,80,2023-03-31,AR,0.596,0.186,206500,0.785,0.0,4,0.165,-4.282,0,0.0363,120.022,4,0.695
1242,PHL,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),90,2023-10-26,AR,0.626,0.0656,279833,0.547,1.67e-05,4,0.149,-8.285,1,0.0342,109.946,4,0.192
1211,PHL,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,82,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
1224,PHL,Silly Hoes,CK YG,Silly Hoes,78,2023-06-21,AR,0.73,0.535,177978,0.578,1.39e-06,1,0.106,-7.057,1,0.0601,88.974,4,0.186
1235,PHL,Snooze,SZA,SOS,92,2022-12-09,AR,0.559,0.141,201800,0.551,0.0,5,0.11,-7.231,1,0.132,143.008,4,0.392
1223,PHL,So Fine,Realest Cram,So Fine,78,2023-07-08,AR,0.727,0.272,225882,0.622,9.86e-06,0,0.115,-5.734,0,0.0335,136.049,4,0.444
1213,PHL,Standing Next to You,Jung Kook,GOLDEN,91,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
1249,PHL,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),90,2023-10-26,AR,0.575,0.000418,231000,0.824,0.0214,2,0.0901,-4.823,1,0.038,94.971,4,0.292
1247,PHL,Style,Taylor Swift,1989,83,2014-10-27,CA,0.598,0.00253,231000,0.786,0.0016,2,0.117,-5.572,1,0.0383,95.019,4,0.456
1236,PHL,Tadhana,Up Dharma Down,Capacities,77,2012-12-07,AR,0.685,0.162,222447,0.322,0.0299,6,0.0809,-13.2,1,0.0369,155.977,4,0.508
1208,PHL,Tingin,Cup of Joe,Tingin,79,2023-04-28,AR,0.624,0.21,222298,0.769,0.000147,4,0.106,-6.277,1,0.0498,105.099,4,0.466
1225,PHL,Uhaw (Tayong Lahat),Dilaw,Uhaw (Tayong Lahat),80,2022-12-16,AR,0.635,0.28,241186,0.724,3.83e-06,5,0.105,-6.662,1,0.0716,135.927,4,0.316
1228,PHL,Umaasa,Calein,Umaasa,79,2019-06-28,AR,0.627,0.295,335625,0.433,0.393,9,0.332,-9.868,1,0.0232,96.016,4,0.353
1221,PHL,WELCOME2DTQ,Hev Abi,WELCOME2DTQ,79,2023-02-24,AR,0.857,0.0269,179116,0.421,6.34e-06,1,0.327,-8.178,1,0.0679,120.014,4,0.0775
1216,PHL,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
1206,PHL,YK,Cean Jr.,YK,82,2021-01-25,AR,0.717,0.224,170263,0.353,0.0,6,0.0721,-7.872,1,0.0349,118.005,4,0.538
1232,PHL,bad,wave to earth,0.1 flaws and all.,83,2023-04-20,AR,0.562,0.705,263250,0.551,0.113,2,0.164,-8.879,1,0.0318,135.808,4,0.386
1217,PHL,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1203,PHL,homebdy (feat. Madman Stan),DEMI,homebdy (feat. Madman Stan),79,2023-07-14,AR,0.747,0.0872,141762,0.441,0.0,3,0.167,-6.946,0,0.105,121.925,4,0.714
1234,PHL,seasons,wave to earth,summer flows 0.02,59,2020-08-04,AR,0.372,0.782,255999,0.273,0.0463,7,0.219,-10.629,1,0.0268,60.038,4,0.165
136,SAU,"Freed From Desire - prod. Molella, Phil Jay",Gala,Come Into My Life (The Album),81,1997-11-17,AR,0.704,0.587,213394,0.861,0.0615,2,0.0992,-4.221,0,0.0493,128.99,4,0.636
127,SAU,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),90,2023-06-23,AR,0.522,0.0545,244685,0.641,0.0,8,0.162,-6.287,1,0.0318,87.51,4,0.202
105,SAU,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,2023-10-02,AR,0.853,0.0322,201812,0.824,0.0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
120,SAU,Agora Hills,Doja Cat,Scarlet,82,2023-09-20,AR,0.755,0.183,265360,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381
137,SAU,Another Love,Tom Odell,Long Way Down (Deluxe),92,2013-06-24,AR,0.445,0.695,244360,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
122,SAU,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,90,2017-06-09,AR,0.37,0.0205,290617,0.467,0.572,5,0.109,-9.013,1,0.0273,94.485,4,0.182
141,SAU,Automotivo Bibi Fogosa,Bibi Babydoll,Automotivo Bibi Fogosa,89,2023-05-19,AR,0.726,0.2,129778,0.873,1.71e-06,9,0.0953,-3.122,1,0.0266,135.052,4,0.725
103,SAU,Bleeding,TalkinToys,Bleeding,63,2022-07-01,AR,0.608,0.771,202007,0.443,0.00127,9,0.112,-11.987,1,0.0381,125.847,4,0.211
114,SAU,Closer to You (feat. Major Lazer),Jung Kook,GOLDEN,83,2023-11-03,AR,0.781,0.114,170995,0.655,0.00249,2,0.103,-7.073,0,0.0457,113.031,4,0.493
131,SAU,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
138,SAU,Cry,Cigarettes After Sex,Cry,85,2019-10-25,AR,0.406,0.756,256800,0.399,0.678,7,0.112,-10.449,1,0.0278,142.83,4,0.163
118,SAU,Daylight,David Kushner,Daylight,95,2023-04-14,AR,0.508,0.83,212954,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324
129,SAU,Diamonds,Rihanna,Unapologetic (Edited Version),78,2012-01-01,CA,0.564,0.00125,225147,0.71,0.0,11,0.109,-4.92,0,0.0461,91.972,4,0.393
112,SAU,Hate You,Jung Kook,GOLDEN,84,2023-11-03,AR,0.419,0.862,154237,0.274,0.0,2,0.092,-9.321,1,0.0314,79.595,4,0.25
116,SAU,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
125,SAU,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),93,2023-10-26,AR,0.596,0.0504,229478,0.658,0.0,0,0.127,-7.346,1,0.036,100.012,4,0.176
142,SAU,Kill Bill,SZA,SOS,92,2022-12-08,AR,0.644,0.0521,153947,0.735,0.144,8,0.161,-5.747,1,0.0391,88.98,4,0.418
144,SAU,LOVELY BASTARDS,ZWE1HVNDXR,LOVELY BASTARDS,88,2023-08-25,AR,0.613,0.832,116104,0.81,0.899,1,0.137,-6.16,1,0.488,150.251,4,0.686
146,SAU,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,70,2023-07-07,AR,0.733,0.212,265960,0.598,3.71e-06,2,0.156,-8.228,1,0.0278,107.732,4,0.935
133,SAU,Like Crazy,Jimin,FACE,94,2023-03-24,AR,0.629,0.0025,212241,0.733,0.0,7,0.357,-5.445,1,0.0419,120.001,4,0.362
113,SAU,Love Me Again,V,Layover,90,2023-08-11,AR,0.633,0.183,182293,0.607,1.38e-06,0,0.167,-6.182,0,0.0532,74.029,4,0.363
147,SAU,METAMORPHOSIS,INTERWORLD,METAMORPHOSIS,88,2021-11-25,AR,0.593,0.426,142839,0.641,0.901,7,0.122,-12.727,0,0.0992,175.014,4,0.147
135,SAU,MONTAGEM - PR FUNK,S3BZS,MONTAGEM - PR FUNK,88,2023-05-01,AR,0.877,0.734,61673,0.803,0.056,9,0.087,-3.195,1,0.0507,130.028,4,0.795
104,SAU,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
143,SAU,Not Allowed,TV Girl,Who Really Cares,87,2016-02-25,AR,0.67,0.669,167864,0.905,0.000227,1,0.349,-6.855,1,0.129,104.965,4,0.563
111,SAU,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
130,SAU,Perfect Night,LE SSERAFIM,Perfect Night,86,2023-10-27,AR,0.697,0.1,159080,0.82,0.0,5,0.0631,-4.502,1,0.0308,136.054,4,0.502
115,SAU,Please Don't Change (feat. DJ Snake),Jung Kook,GOLDEN,84,2023-11-03,AR,0.797,0.164,146685,0.743,1.2e-06,11,0.164,-6.005,1,0.174,114.878,4,0.768
107,SAU,Set Fire to the Rain,Adele,21,83,2011-01-24,AR,0.603,0.00408,242974,0.67,1.68e-06,2,0.112,-3.882,0,0.0249,107.993,4,0.446
101,SAU,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,82,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
